well,oil_start,q_start,p_start,oil_end,q_end,p_end,duration_days_oil,ppd_well,ppd_start,ppd_end,duration_days_ppd
1175,2023-09-28,24.0,17.3,2023-10-04,23.0,17.3,7,1218,2023-09-28,2023-11-05,39
1158,2023-11-06,107.0,160.1,2023-11-12,107.0,160.1,7,1218,2023-11-06,2023-12-29,54
1175,2023-11-06,28.0,17.3,2023-11-12,28.0,17.3,7,1218,2023-11-06,2023-12-29,54
1158,2023-12-30,151.0,41.4,2024-01-05,134.0,38.6,7,1218,2023-12-30,2024-01-19,21
1175,2023-12-30,32.0,17.3,2024-01-05,33.0,17.3,7,1218,2023-12-30,2024-01-19,21
1158,2024-01-20,123.0,34.2,2024-01-26,118.0,32.7,7,1218,2024-01-20,2024-01-29,10
1175,2024-01-20,34.0,17.3,2024-01-26,33.0,17.3,7,1218,2024-01-20,2024-01-29,10
1158,2024-01-30,116.0,31.8,2024-02-05,113.0,31.1,7,1218,2024-01-30,2024-08-19,203
1175,2024-01-30,33.0,17.3,2024-02-05,33.0,17.3,7,1218,2024-01-30,2024-08-19,203
1158,2024-08-20,96.0,25.7,2024-08-26,96.0,25.7,7,1218,2024-08-20,2024-09-27,39
1175,2024-08-20,24.0,17.1,2024-08-26,21.0,17.1,7,1218,2024-08-20,2024-09-27,39
1158,2024-09-28,87.0,29.9,2024-10-04,86.0,31.5,7,1218,2024-09-28,2024-10-18,21
1175,2024-09-28,21.0,17.0,2024-10-04,26.0,17.7,7,1218,2024-09-28,2024-10-18,21
1158,2024-10-19,84.0,35.6,2024-10-25,82.0,37.5,7,1218,2024-10-19,2024-11-11,24
1175,2024-10-19,26.0,17.6,2024-10-25,26.0,17.4,7,1218,2024-10-19,2024-11-11,24
1158,2024-11-12,0.0,0.0,2024-12-08,70.0,41.9,27,1218,2024-11-12,2024-12-08,27
1175,2024-11-12,27.0,17.9,2024-11-18,27.0,18.0,7,1218,2024-11-12,2024-12-08,27
1158,2024-12-09,70.0,41.9,2024-12-15,70.0,41.9,7,1218,2024-12-09,2025-01-02,25
1175,2024-12-09,27.0,17.9,2024-12-15,25.0,17.5,7,1218,2024-12-09,2025-01-02,25
1158,2025-01-03,72.0,41.9,2025-01-09,70.0,41.9,7,1218,2025-01-03,2025-02-22,51
1175,2025-01-03,26.0,17.1,2025-01-09,25.0,17.5,7,1218,2025-01-03,2025-02-22,51
1158,2025-02-23,63.0,41.9,2025-03-01,59.0,41.9,7,1218,2025-02-23,2025-03-25,31
1175,2025-02-23,25.0,31.0,2025-03-01,25.0,30.0,7,1218,2025-02-23,2025-03-25,31
1158,2025-03-26,45.0,41.9,2025-04-01,40.0,41.9,7,1218,2025-03-26,2025-04-04,10
1175,2025-03-26,22.0,44.0,2025-04-04,25.0,31.0,10,1218,2025-03-26,2025-04-04,10
1158,2025-04-05,36.0,41.9,2025-04-11,32.0,41.9,7,1218,2025-04-05,2025-05-01,27
1175,2025-04-05,29.0,24.0,2025-05-01,25.0,23.0,27,1218,2025-04-05,2025-05-01,27
1175,2023-08-04,40.0,17.3,2023-08-10,34.0,17.3,7,1220,2023-08-04,2023-08-14,11
1175,2023-08-15,33.0,17.3,2023-08-21,33.0,17.3,7,1220,2023-08-15,2024-01-10,149
1175,2024-01-11,33.0,17.3,2024-01-17,33.0,17.3,7,1220,2024-01-11,2024-01-19,9
1175,2024-01-20,34.0,17.3,2024-01-26,33.0,17.3,7,1220,2024-01-20,2024-02-05,17
1175,2024-02-06,34.0,17.3,2024-02-12,35.0,17.3,7,1220,2024-02-06,2024-04-07,62
1175,2024-04-08,31.0,17.3,2024-04-14,32.0,17.3,7,1220,2024-04-08,2024-04-21,14
1175,2024-04-22,32.0,17.3,2024-04-28,29.0,17.3,7,1220,2024-04-22,2024-06-30,70
1175,2024-07-01,26.0,16.6,2024-07-07,26.0,16.0,7,1220,2024-07-01,2024-08-18,49
1175,2024-08-19,24.0,17.4,2024-08-25,21.0,16.8,7,1220,2024-08-19,2025-01-13,148
1175,2025-01-14,25.0,17.2,2025-01-20,24.0,17.2,7,1220,2025-01-14,2025-01-30,17
1175,2025-01-31,24.0,17.2,2025-02-06,23.0,17.3,7,1220,2025-01-31,2025-04-04,64
1175,2025-04-05,29.0,24.0,2025-04-12,23.0,30.0,8,1220,2025-04-05,2025-04-12,8
1175,2025-04-13,22.0,30.0,2025-04-19,23.0,30.0,7,1220,2025-04-13,2025-05-01,19
1158,2023-07-20,96.0,295.5,2023-08-01,119.0,233.8,13,1176,2023-07-20,2023-08-01,13
1175,2023-07-20,42.0,17.3,2023-07-26,33.0,17.3,7,1176,2023-07-20,2023-08-01,13
1158,2023-08-02,113.0,231.3,2023-08-12,111.0,211.5,11,1176,2023-08-02,2023-08-12,11
1175,2023-08-02,33.0,17.3,2023-08-08,35.0,17.3,7,1176,2023-08-02,2023-08-12,11
1158,2023-08-13,100.0,210.0,2023-09-11,104.0,182.7,30,1176,2023-08-13,2023-09-19,38
1175,2023-08-13,33.0,17.3,2023-08-19,35.0,17.3,7,1176,2023-08-13,2023-09-19,38
1158,2023-09-20,105.0,174.4,2023-10-02,104.0,167.3,13,1176,2023-09-20,2023-10-02,13
1175,2023-09-20,27.0,17.3,2023-09-26,22.0,17.3,7,1176,2023-09-20,2023-10-02,13
1158,2023-10-03,106.0,165.0,2023-10-14,103.0,160.1,12,1176,2023-10-03,2023-10-14,12
1175,2023-10-03,25.0,17.3,2023-10-09,24.0,17.3,7,1176,2023-10-03,2023-10-14,12
1158,2023-10-15,102.0,160.1,2023-10-21,107.0,160.1,7,1176,2023-10-15,2023-10-25,11
1175,2023-10-15,19.0,17.3,2023-10-21,26.0,17.3,7,1176,2023-10-15,2023-10-25,11
1158,2023-10-26,80.0,160.1,2023-11-01,109.0,160.1,7,1176,2023-10-26,2023-11-12,18
1175,2023-10-26,26.0,17.3,2023-11-01,28.0,17.3,7,1176,2023-10-26,2023-11-12,18
1158,2023-11-13,106.0,160.1,2023-11-19,106.0,162.6,7,1176,2023-11-13,2023-11-20,8
1175,2023-11-13,28.0,17.3,2023-11-19,29.0,17.3,7,1176,2023-11-13,2023-11-20,8
1158,2023-11-21,106.0,164.3,2023-12-20,75.0,188.2,30,1176,2023-11-21,2024-01-01,42
1175,2023-11-21,30.0,17.3,2023-11-27,31.0,17.3,7,1176,2023-11-21,2024-01-01,42
1158,2024-01-02,142.0,39.6,2024-01-08,131.0,37.7,7,1176,2024-01-02,2024-02-01,31
1175,2024-01-02,33.0,17.3,2024-01-08,33.0,17.3,7,1176,2024-01-02,2024-02-01,31
1158,2024-02-02,112.0,31.9,2024-02-08,110.0,30.7,7,1176,2024-02-02,2024-03-01,29
1175,2024-02-02,33.0,17.3,2024-02-08,34.0,17.3,7,1176,2024-02-02,2024-03-01,29
1158,2024-03-02,105.0,29.0,2024-03-08,102.0,28.8,7,1176,2024-03-02,2024-03-09,8
1175,2024-03-02,33.0,17.3,2024-03-08,32.0,17.3,7,1176,2024-03-02,2024-03-09,8
1158,2024-03-10,104.0,29.0,2024-03-16,105.0,28.9,7,1176,2024-03-10,2024-03-21,12
1175,2024-03-10,33.0,17.3,2024-03-16,32.0,17.3,7,1176,2024-03-10,2024-03-21,12
1158,2024-03-22,99.0,28.9,2024-03-28,96.0,29.1,7,1176,2024-03-22,2024-04-14,24
1175,2024-03-22,32.0,17.3,2024-03-28,33.0,17.3,7,1176,2024-03-22,2024-04-14,24
1158,2024-04-15,0.0,0.0,2024-05-14,108.0,61.0,30,1176,2024-04-15,2024-06-27,74
1175,2024-04-15,34.0,17.3,2024-04-21,32.0,17.3,7,1176,2024-04-15,2024-06-27,74
1158,2024-06-28,106.0,36.9,2024-07-09,108.0,28.9,12,1176,2024-06-28,2024-07-09,12
1175,2024-06-28,26.0,16.5,2024-07-04,26.0,16.2,7,1176,2024-06-28,2024-07-09,12
1158,2024-07-10,111.0,28.6,2024-07-16,102.0,27.3,7,1176,2024-07-10,2024-11-12,126
1175,2024-07-10,25.0,15.9,2024-07-16,25.0,16.3,7,1176,2024-07-10,2024-11-12,126
1158,2024-11-13,0.0,0.0,2024-11-26,76.0,41.9,14,1176,2024-11-13,2024-11-26,14
1175,2024-11-13,27.0,17.9,2024-11-19,27.0,18.0,7,1176,2024-11-13,2024-11-26,14
1158,2024-11-27,69.0,41.9,2024-12-03,70.0,41.9,7,1176,2024-11-27,2025-05-01,156
1175,2024-11-27,31.0,18.0,2024-12-03,26.0,17.7,7,1176,2024-11-27,2025-05-01,156
1321,2023-07-09,113.0,130.0,2023-07-15,112.0,130.0,7,1311,2023-07-09,2023-08-21,44
1335,2023-07-09,134.0,30.8,2023-07-15,140.0,29.7,7,1311,2023-07-09,2023-08-21,44
1321,2023-08-22,113.0,130.0,2023-08-28,112.0,130.0,7,1311,2023-08-22,2023-09-03,13
1335,2023-08-22,136.0,41.8,2023-08-28,137.0,41.8,7,1311,2023-08-22,2023-09-03,13
1321,2023-09-04,112.0,130.0,2023-09-10,112.0,130.0,7,1311,2023-09-04,2023-09-11,8
1335,2023-09-04,0.0,0.0,2023-09-11,98.0,105.8,8,1311,2023-09-04,2023-09-11,8
1321,2023-09-12,112.0,130.0,2023-09-18,111.0,130.0,7,1311,2023-09-12,2023-11-11,61
1335,2023-09-12,136.0,90.0,2023-10-11,153.0,35.5,30,1311,2023-09-12,2023-11-11,61
1321,2023-11-12,108.0,130.0,2023-11-18,108.0,130.0,7,1311,2023-11-12,2023-12-22,41
1335,2023-11-12,152.0,31.2,2023-11-18,151.0,31.2,7,1311,2023-11-12,2023-12-22,41
1321,2023-12-23,107.0,130.0,2023-12-29,106.0,130.0,7,1311,2023-12-23,2024-03-13,82
1335,2023-12-23,145.0,34.3,2023-12-29,146.0,34.4,7,1311,2023-12-23,2024-03-13,82
1321,2024-03-14,0.0,0.0,2024-04-07,172.0,76.4,25,1311,2024-03-14,2024-04-07,25
1335,2024-03-14,144.0,35.6,2024-03-20,141.0,35.6,7,1311,2024-03-14,2024-04-07,25
1321,2024-04-08,173.0,75.6,2024-05-07,158.0,58.9,30,1311,2024-04-08,2024-09-03,149
1335,2024-04-08,138.0,38.9,2024-04-14,141.0,38.9,7,1311,2024-04-08,2024-09-03,149
1321,2024-09-04,162.0,78.5,2024-10-03,154.0,57.0,30,1311,2024-09-04,2025-03-19,197
1335,2024-09-04,143.0,34.6,2024-09-10,143.0,34.0,7,1311,2024-09-04,2025-03-19,197
1321,2025-03-20,114.0,32.1,2025-03-26,123.0,31.9,7,1311,2025-03-20,2025-04-21,33
1335,2025-03-20,143.0,27.7,2025-03-26,144.0,27.7,7,1311,2025-03-20,2025-04-21,33
1321,2025-04-22,141.0,31.0,2025-04-28,141.0,30.4,7,1311,2025-04-22,2025-05-01,10
1335,2025-04-22,143.0,27.7,2025-04-28,143.0,27.7,7,1311,2025-04-22,2025-05-01,10
1321,2023-07-27,117.0,130.0,2023-08-02,115.0,130.0,7,1329,2023-07-27,2023-08-21,26
1335,2023-07-27,140.0,50.0,2023-08-21,135.0,41.8,26,1329,2023-07-27,2023-08-21,26
1321,2023-08-22,113.0,130.0,2023-08-28,112.0,130.0,7,1329,2023-08-22,2023-09-12,22
1335,2023-08-22,136.0,41.8,2023-08-28,137.0,41.8,7,1329,2023-08-22,2023-09-12,22
1321,2023-09-13,112.0,130.0,2023-09-19,110.0,130.0,7,1329,2023-09-13,2023-11-22,71
1335,2023-09-13,143.0,80.0,2023-10-12,153.0,35.4,30,1329,2023-09-13,2023-11-22,71
1321,2023-11-23,108.0,130.0,2023-11-29,108.0,130.0,7,1329,2023-11-23,2024-03-13,112
1335,2023-11-23,151.0,30.9,2023-11-29,150.0,31.1,7,1329,2023-11-23,2024-03-13,112
1321,2024-03-14,0.0,0.0,2024-04-12,171.0,72.8,30,1329,2024-03-14,2024-05-04,52
1335,2024-03-14,144.0,35.6,2024-03-20,141.0,35.6,7,1329,2024-03-14,2024-05-04,52
1321,2024-05-05,167.0,59.9,2024-05-29,163.0,51.8,25,1329,2024-05-05,2024-05-29,25
1335,2024-05-05,145.0,38.9,2024-05-11,144.0,38.9,7,1329,2024-05-05,2024-05-29,25
1321,2024-05-30,163.0,51.5,2024-06-05,158.0,49.9,7,1329,2024-05-30,2024-12-14,199
1335,2024-05-30,146.0,38.9,2024-06-05,144.0,38.9,7,1329,2024-05-30,2024-12-14,199
1321,2024-12-15,150.0,38.1,2024-12-21,149.0,37.0,7,1329,2024-12-15,2024-12-28,14
1335,2024-12-15,143.0,31.2,2024-12-21,144.0,30.1,7,1329,2024-12-15,2024-12-28,14
1321,2024-12-29,148.0,36.0,2025-01-04,146.0,35.1,7,1329,2024-12-29,2025-01-17,20
1335,2024-12-29,147.0,29.4,2025-01-04,146.0,29.1,7,1329,2024-12-29,2025-01-17,20
1321,2025-01-18,148.0,33.7,2025-01-24,147.0,33.0,7,1329,2025-01-18,2025-02-21,35
1335,2025-01-18,144.0,29.2,2025-01-24,145.0,28.5,7,1329,2025-01-18,2025-02-21,35
1321,2025-02-22,143.0,32.0,2025-02-28,142.0,32.0,7,1329,2025-02-22,2025-03-07,14
1335,2025-02-22,146.0,27.8,2025-02-28,145.0,28.5,7,1329,2025-02-22,2025-03-07,14
1321,2025-03-08,142.0,32.0,2025-03-14,141.0,32.0,7,1329,2025-03-08,2025-03-21,14
1335,2025-03-08,145.0,28.3,2025-03-14,144.0,27.6,7,1329,2025-03-08,2025-03-21,14
1321,2025-03-22,120.0,32.0,2025-03-28,129.0,31.6,7,1329,2025-03-22,2025-04-07,17
1335,2025-03-22,143.0,27.7,2025-03-28,143.0,27.7,7,1329,2025-03-22,2025-04-07,17
1321,2025-04-08,141.0,31.0,2025-04-14,141.0,31.0,7,1329,2025-04-08,2025-04-16,9
1335,2025-04-08,142.0,27.7,2025-04-14,142.0,27.7,7,1329,2025-04-08,2025-04-16,9
1321,2025-04-17,141.0,31.0,2025-04-23,141.0,31.0,7,1329,2025-04-17,2025-05-01,15
1335,2025-04-17,141.0,27.7,2025-04-23,143.0,27.7,7,1329,2025-04-17,2025-05-01,15
1321,2023-07-02,112.0,130.0,2023-07-08,113.0,130.0,7,1325,2023-07-02,2023-07-17,16
1335,2023-07-02,138.0,32.0,2023-07-08,139.0,30.9,7,1325,2023-07-02,2023-07-17,16
1321,2023-07-18,111.0,130.0,2023-07-24,111.0,130.0,7,1325,2023-07-18,2023-07-28,11
1335,2023-07-18,140.0,29.6,2023-07-24,140.0,29.3,7,1325,2023-07-18,2023-07-28,11
1321,2023-07-29,116.0,130.0,2023-08-04,115.0,130.0,7,1325,2023-07-29,2023-08-21,24
1335,2023-07-29,140.0,44.4,2023-08-04,138.0,42.9,7,1325,2023-07-29,2023-08-21,24
1321,2023-08-22,113.0,130.0,2023-08-28,112.0,130.0,7,1325,2023-08-22,2023-09-03,13
1335,2023-08-22,136.0,41.8,2023-08-28,137.0,41.8,7,1325,2023-08-22,2023-09-03,13
1321,2023-09-04,112.0,130.0,2023-09-10,112.0,130.0,7,1325,2023-09-04,2023-09-28,25
1335,2023-09-04,0.0,0.0,2023-09-28,148.0,42.7,25,1325,2023-09-04,2023-09-28,25
1321,2023-09-29,111.0,130.0,2023-10-05,111.0,130.0,7,1325,2023-09-29,2024-01-21,115
1335,2023-09-29,150.0,41.8,2023-10-28,152.0,32.4,30,1325,2023-09-29,2024-01-21,115
1321,2024-01-22,109.0,130.0,2024-01-28,108.0,130.0,7,1325,2024-01-22,2024-03-05,44
1335,2024-01-22,142.0,35.3,2024-01-28,143.0,35.6,7,1325,2024-01-22,2024-03-05,44
1321,2024-03-06,86.0,130.0,2024-03-12,81.0,130.0,7,1325,2024-03-06,2024-08-08,156
1335,2024-03-06,140.0,35.6,2024-03-12,142.0,35.6,7,1325,2024-03-06,2024-08-08,156
1321,2024-08-09,187.0,67.0,2024-08-15,187.0,68.0,7,1325,2024-08-09,2024-10-08,61
1335,2024-08-09,144.0,36.2,2024-09-07,150.0,34.3,30,1325,2024-08-09,2024-10-08,61
1321,2024-10-09,150.0,55.0,2024-10-15,150.0,53.1,7,1325,2024-10-09,2025-05-01,205
1335,2024-10-09,143.0,32.8,2024-10-15,143.0,32.4,7,1325,2024-10-09,2025-05-01,205
1321,2023-07-29,116.0,130.0,2023-08-04,115.0,130.0,7,1344,2023-07-29,2023-08-11,14
1335,2023-07-29,140.0,44.4,2023-08-04,138.0,42.9,7,1344,2023-07-29,2023-08-11,14
1321,2023-08-12,114.0,130.0,2023-08-18,113.0,130.0,7,1344,2023-08-12,2023-09-04,24
1335,2023-08-12,136.0,41.8,2023-08-18,135.0,41.8,7,1344,2023-08-12,2023-09-04,24
1321,2023-09-05,112.0,130.0,2023-09-11,112.0,130.0,7,1344,2023-09-05,2023-09-13,9
1335,2023-09-05,0.0,0.0,2023-09-13,143.0,80.0,9,1344,2023-09-05,2023-09-13,9
1321,2023-09-14,112.0,130.0,2023-09-20,111.0,130.0,7,1344,2023-09-14,2024-06-02,263
1335,2023-09-14,149.0,68.5,2023-10-13,153.0,35.2,30,1344,2023-09-14,2024-06-02,263
1321,2024-06-03,159.0,50.4,2024-06-09,157.0,48.8,7,1344,2024-06-03,2024-10-09,129
1335,2024-06-03,144.0,38.9,2024-06-09,144.0,38.9,7,1344,2024-06-03,2024-10-09,129
1321,2024-10-10,150.0,55.0,2024-10-16,150.0,53.0,7,1344,2024-10-10,2025-03-27,169
1335,2024-10-10,144.0,33.0,2024-10-16,142.0,32.5,7,1344,2024-10-10,2025-03-27,169
1321,2025-03-28,129.0,31.6,2025-04-03,141.0,31.0,7,1344,2025-03-28,2025-05-01,35
1335,2025-03-28,143.0,27.7,2025-04-03,144.0,27.7,7,1344,2025-03-28,2025-05-01,35
1335,2023-12-23,145.0,34.3,2023-12-29,146.0,34.4,7,1346,2023-12-23,2024-01-11,20
1335,2024-01-12,145.0,35.6,2024-01-18,145.0,35.4,7,1346,2024-01-12,2024-01-22,11
1335,2024-01-23,142.0,35.2,2024-01-29,145.0,35.6,7,1346,2024-01-23,2024-03-05,43
1335,2024-03-06,140.0,35.6,2024-03-12,142.0,35.6,7,1346,2024-03-06,2024-07-08,125
1335,2024-07-09,145.0,41.6,2024-08-07,142.0,36.0,30,1346,2024-07-09,2024-09-04,58
1335,2024-09-05,143.0,34.4,2024-09-11,146.0,34.1,7,1346,2024-09-05,2024-09-12,8
1335,2024-09-13,144.0,34.1,2024-09-19,142.0,33.6,7,1346,2024-09-13,2025-04-17,217
1335,2025-04-18,142.0,27.7,2025-04-24,143.0,27.7,7,1346,2025-04-18,2025-05-01,14
1430,2023-08-06,24.0,30.4,2023-08-12,24.0,30.4,7,1447,2023-08-06,2023-10-05,61
1446,2023-08-06,10.0,277.0,2023-08-12,12.0,277.0,7,1447,2023-08-06,2023-10-05,61
5505,2023-08-06,38.0,21.5,2023-08-12,38.0,21.4,7,1447,2023-08-06,2023-10-05,61
1430,2023-10-06,24.0,32.0,2023-10-12,23.0,32.4,7,1447,2023-10-06,2024-06-03,242
1446,2023-10-06,9.0,277.0,2023-10-12,11.0,277.0,7,1447,2023-10-06,2024-06-03,242
5505,2023-10-06,37.0,22.1,2023-10-12,34.0,22.1,7,1447,2023-10-06,2024-06-03,242
1430,2024-06-04,24.0,24.0,2024-06-10,23.0,23.0,7,1447,2024-06-04,2024-10-07,126
1446,2024-06-04,0.0,0.0,2024-06-10,0.0,0.0,7,1447,2024-06-04,2024-10-07,126
5505,2024-06-04,64.0,25.0,2024-07-03,47.0,15.0,30,1447,2024-06-04,2024-10-07,126
1430,2024-10-08,22.0,32.0,2024-10-14,25.0,34.0,7,1447,2024-10-08,2025-03-06,150
1446,2024-10-08,59.0,60.1,2024-11-06,52.0,56.9,30,1447,2024-10-08,2025-03-06,150
5505,2024-10-08,37.0,32.0,2024-10-14,37.0,33.0,7,1447,2024-10-08,2025-03-06,150
1430,2025-03-07,25.0,30.0,2025-03-13,25.0,30.0,7,1447,2025-03-07,2025-05-01,56
1446,2025-03-07,51.0,42.7,2025-03-13,51.0,41.6,7,1447,2025-03-07,2025-05-01,56
5505,2025-03-07,36.0,34.0,2025-03-13,38.0,34.0,7,1447,2025-03-07,2025-05-01,56
1430,2023-08-01,24.0,29.9,2023-08-07,24.0,30.2,7,1459,2023-08-01,2023-10-01,62
1446,2023-08-01,12.0,277.0,2023-08-07,13.0,277.0,7,1459,2023-08-01,2023-10-01,62
5505,2023-08-01,37.0,21.4,2023-08-07,38.0,21.5,7,1459,2023-08-01,2023-10-01,62
1430,2023-10-02,24.0,32.0,2023-10-08,24.0,32.2,7,1459,2023-10-02,2023-11-27,57
1446,2023-10-02,6.0,277.0,2023-10-08,12.0,277.0,7,1459,2023-10-02,2023-11-27,57
5505,2023-10-02,32.0,21.6,2023-10-08,40.0,22.0,7,1459,2023-10-02,2023-11-27,57
1430,2023-11-28,21.0,37.5,2023-12-04,21.0,38.5,7,1459,2023-11-28,2023-12-05,8
1446,2023-11-28,16.0,277.0,2023-12-04,10.0,277.0,7,1459,2023-11-28,2023-12-05,8
5505,2023-11-28,35.0,23.5,2023-12-04,35.0,23.5,7,1459,2023-11-28,2023-12-05,8
1430,2023-12-06,21.0,39.4,2024-01-04,28.0,32.9,30,1459,2023-12-06,2024-02-16,73
1446,2023-12-06,9.0,277.0,2023-12-12,8.0,277.0,7,1459,2023-12-06,2024-02-16,73
5505,2023-12-06,36.0,23.5,2023-12-12,34.0,23.5,7,1459,2023-12-06,2024-02-16,73
1430,2024-02-17,28.0,34.0,2024-03-13,24.0,30.0,26,1459,2024-02-17,2024-03-13,26
1446,2024-02-17,0.0,0.0,2024-02-23,0.0,0.0,7,1459,2024-02-17,2024-03-13,26
5505,2024-02-17,35.0,22.0,2024-02-23,32.0,22.0,7,1459,2024-02-17,2024-03-13,26
1430,2024-03-14,24.0,28.0,2024-03-20,24.0,26.0,7,1459,2024-03-14,2024-04-10,28
1446,2024-03-14,0.0,0.0,2024-03-20,0.0,0.0,7,1459,2024-03-14,2024-04-10,28
5505,2024-03-14,25.0,24.0,2024-03-20,31.0,24.0,7,1459,2024-03-14,2024-04-10,28
1430,2024-04-11,20.0,33.0,2024-04-17,20.0,34.0,7,1459,2024-04-11,2024-04-25,15
1446,2024-04-11,0.0,0.0,2024-04-17,0.0,0.0,7,1459,2024-04-11,2024-04-25,15
5505,2024-04-11,0.0,0.0,2024-04-17,0.0,0.0,7,1459,2024-04-11,2024-04-25,15
1430,2024-04-26,17.0,34.0,2024-05-02,20.0,34.0,7,1459,2024-04-26,2024-05-02,7
1446,2024-04-26,0.0,0.0,2024-05-02,0.0,0.0,7,1459,2024-04-26,2024-05-02,7
5505,2024-04-26,0.0,0.0,2024-05-02,0.0,0.0,7,1459,2024-04-26,2024-05-02,7
1430,2024-05-03,20.0,34.0,2024-05-09,19.0,34.0,7,1459,2024-05-03,2024-05-25,23
1446,2024-05-03,0.0,0.0,2024-05-09,0.0,0.0,7,1459,2024-05-03,2024-05-25,23
5505,2024-05-03,0.0,0.0,2024-05-09,0.0,0.0,7,1459,2024-05-03,2024-05-25,23
1430,2024-05-26,24.0,26.0,2024-06-01,23.0,25.0,7,1459,2024-05-26,2024-06-06,12
1446,2024-05-26,0.0,0.0,2024-06-01,0.0,0.0,7,1459,2024-05-26,2024-06-06,12
5505,2024-05-26,96.0,34.3,2024-06-06,57.0,25.0,12,1459,2024-05-26,2024-06-06,12
1430,2024-06-07,24.0,24.0,2024-06-13,23.0,23.0,7,1459,2024-06-07,2024-09-13,99
1446,2024-06-07,0.0,0.0,2024-06-13,0.0,0.0,7,1459,2024-06-07,2024-09-13,99
5505,2024-06-07,56.0,24.0,2024-07-06,36.0,20.0,30,1459,2024-06-07,2024-09-13,99
1430,2024-09-14,20.0,33.0,2024-09-30,22.0,30.0,17,1459,2024-09-14,2024-09-30,17
1446,2024-09-14,104.0,104.7,2024-09-30,62.0,61.2,17,1459,2024-09-14,2024-09-30,17
5505,2024-09-14,31.0,32.0,2024-09-20,34.0,32.0,7,1459,2024-09-14,2024-09-30,17
1430,2024-10-01,22.0,30.0,2024-10-07,22.0,31.0,7,1459,2024-10-01,2024-12-08,69
1446,2024-10-01,64.0,58.0,2024-10-30,52.0,58.6,30,1459,2024-10-01,2024-12-08,69
5505,2024-10-01,34.0,32.0,2024-10-07,34.0,32.0,7,1459,2024-10-01,2024-12-08,69
1430,2024-12-09,24.0,33.0,2024-12-15,25.0,33.0,7,1459,2024-12-09,2025-01-02,25
1446,2024-12-09,47.0,55.6,2024-12-15,47.0,56.7,7,1459,2024-12-09,2025-01-02,25
5505,2024-12-09,30.0,48.0,2024-12-15,34.0,48.0,7,1459,2024-12-09,2025-01-02,25
1430,2025-01-03,25.0,33.0,2025-01-09,24.0,33.0,7,1459,2025-01-03,2025-01-17,15
1446,2025-01-03,50.0,121.8,2025-01-17,75.0,63.0,15,1459,2025-01-03,2025-01-17,15
5505,2025-01-03,34.0,45.6,2025-01-17,52.0,34.0,15,1459,2025-01-03,2025-01-17,15
1430,2025-01-18,25.0,33.0,2025-01-24,24.0,33.0,7,1459,2025-01-18,2025-05-01,104
1446,2025-01-18,71.0,59.9,2025-02-16,53.0,41.7,30,1459,2025-01-18,2025-05-01,104
5505,2025-01-18,56.0,34.0,2025-01-24,53.0,34.0,7,1459,2025-01-18,2025-05-01,104
