well,oil_start,q_start,p_start,oil_end,q_end,p_end,duration_days_oil,ppd_well,ppd_start,ppd_end,duration_days_ppd
595,2024-04-04,31.0,233.0,2024-04-10,31.0,233.0,7,682,2024-04-04,2024-04-22,19
624,2024-04-04,54.0,10.4,2024-04-10,51.0,9.7,7,682,2024-04-04,2024-04-22,19
712,2024-04-04,15.0,19.0,2024-04-10,17.0,18.0,7,682,2024-04-04,2024-04-22,19
595,2024-04-23,0.0,0.0,2024-04-29,0.0,0.0,7,682,2024-04-23,2024-05-24,32
624,2024-04-23,51.0,8.2,2024-04-29,46.0,8.9,7,682,2024-04-23,2024-05-24,32
712,2024-04-23,13.0,22.0,2024-05-22,17.0,24.0,30,682,2024-04-23,2024-05-24,32
595,2024-05-25,0.0,0.0,2024-05-31,0.0,0.0,7,682,2024-05-25,2024-06-01,8
624,2024-05-25,49.0,8.4,2024-05-31,48.0,8.3,7,682,2024-05-25,2024-06-01,8
712,2024-05-25,14.0,25.0,2024-05-31,16.0,25.0,7,682,2024-05-25,2024-06-01,8
595,2024-06-02,0.0,0.0,2024-06-08,0.0,0.0,7,682,2024-06-02,2024-06-18,17
624,2024-06-02,40.0,8.6,2024-06-08,53.0,9.2,7,682,2024-06-02,2024-06-18,17
712,2024-06-02,16.0,25.0,2024-06-08,18.0,26.0,7,682,2024-06-02,2024-06-18,17
595,2024-06-19,0.0,0.0,2024-06-25,0.0,0.0,7,682,2024-06-19,2024-07-02,14
624,2024-06-19,53.0,7.4,2024-06-25,51.0,7.6,7,682,2024-06-19,2024-07-02,14
712,2024-06-19,17.0,26.0,2024-07-02,26.0,11.0,14,682,2024-06-19,2024-07-02,14
595,2024-07-03,0.0,0.0,2024-07-24,95.0,169.0,22,682,2024-07-03,2024-07-24,22
624,2024-07-03,50.0,10.2,2024-07-09,48.0,10.4,7,682,2024-07-03,2024-07-24,22
712,2024-07-03,26.0,11.0,2024-07-09,26.0,12.0,7,682,2024-07-03,2024-07-24,22
595,2024-07-25,94.0,165.7,2024-08-12,102.0,136.3,19,682,2024-07-25,2024-08-12,19
624,2024-07-25,48.0,10.8,2024-07-31,48.0,10.6,7,682,2024-07-25,2024-08-12,19
712,2024-07-25,32.0,13.0,2024-08-12,31.0,17.0,19,682,2024-07-25,2024-08-12,19
595,2024-08-13,101.0,135.2,2024-08-19,98.0,129.3,7,682,2024-08-13,2024-08-19,7
624,2024-08-13,47.0,10.1,2024-08-19,46.0,10.0,7,682,2024-08-13,2024-08-19,7
712,2024-08-13,31.0,17.0,2024-08-19,30.0,15.0,7,682,2024-08-13,2024-08-19,7
595,2024-08-20,97.0,128.2,2024-09-18,92.0,104.8,30,682,2024-08-20,2024-10-16,58
624,2024-08-20,46.0,9.7,2024-08-26,44.0,10.0,7,682,2024-08-20,2024-10-16,58
712,2024-08-20,32.0,15.0,2024-09-18,30.0,12.0,30,682,2024-08-20,2024-10-16,58
595,2024-10-17,80.0,91.8,2024-10-23,80.0,89.8,7,682,2024-10-17,2024-11-04,19
624,2024-10-17,49.0,8.4,2024-10-23,49.0,8.3,7,682,2024-10-17,2024-11-04,19
712,2024-10-17,26.0,11.0,2024-10-23,25.0,11.0,7,682,2024-10-17,2024-11-04,19
595,2024-11-05,77.0,86.7,2024-11-11,74.0,85.0,7,682,2024-11-05,2024-12-13,39
624,2024-11-05,49.0,7.8,2024-11-11,49.0,7.5,7,682,2024-11-05,2024-12-13,39
712,2024-11-05,26.0,12.0,2024-11-11,25.0,12.0,7,682,2024-11-05,2024-12-13,39
595,2024-12-14,74.0,64.9,2025-01-12,72.0,55.2,30,682,2024-12-14,2025-02-07,56
624,2024-12-14,48.0,5.6,2024-12-20,50.0,5.3,7,682,2024-12-14,2025-02-07,56
712,2024-12-14,26.0,10.1,2024-12-20,26.0,10.1,7,682,2024-12-14,2025-02-07,56
595,2025-02-08,66.0,54.8,2025-02-14,64.0,54.6,7,682,2025-02-08,2025-05-01,83
624,2025-02-08,48.0,2.5,2025-02-14,48.0,2.0,7,682,2025-02-08,2025-05-01,83
712,2025-02-08,24.0,11.0,2025-02-14,25.0,11.0,7,682,2025-02-08,2025-05-01,83
595,2023-08-16,29.0,233.0,2023-08-22,26.0,233.0,7,684,2023-08-16,2023-08-22,7
624,2023-08-16,46.0,20.6,2023-08-22,43.0,20.4,7,684,2023-08-16,2023-08-22,7
712,2023-08-16,39.0,15.7,2023-08-22,40.0,15.4,7,684,2023-08-16,2023-08-22,7
595,2023-08-23,26.0,233.0,2023-08-29,16.0,233.0,7,684,2023-08-23,2023-09-21,30
624,2023-08-23,42.0,20.5,2023-08-29,44.0,20.3,7,684,2023-08-23,2023-09-21,30
712,2023-08-23,41.0,15.7,2023-08-29,36.0,15.9,7,684,2023-08-23,2023-09-21,30
595,2023-09-22,35.0,233.0,2023-09-28,34.0,233.0,7,684,2023-09-22,2024-03-17,178
624,2023-09-22,43.0,20.7,2023-09-28,43.0,21.0,7,684,2023-09-22,2024-03-17,178
712,2023-09-22,38.0,16.7,2023-09-28,36.0,16.8,7,684,2023-09-22,2024-03-17,178
595,2024-03-18,30.0,233.0,2024-03-24,32.0,233.0,7,684,2024-03-18,2024-04-08,22
624,2024-03-18,51.0,9.5,2024-03-24,51.0,9.0,7,684,2024-03-18,2024-04-08,22
712,2024-03-18,23.0,20.0,2024-04-08,16.0,19.0,22,684,2024-03-18,2024-04-08,22
595,2024-04-09,29.0,233.0,2024-04-15,30.0,233.0,7,684,2024-04-09,2024-04-26,18
624,2024-04-09,51.0,10.0,2024-04-15,50.0,9.5,7,684,2024-04-09,2024-04-26,18
712,2024-04-09,17.0,19.0,2024-04-15,16.0,19.0,7,684,2024-04-09,2024-04-26,18
595,2024-04-27,0.0,0.0,2024-05-03,0.0,0.0,7,684,2024-04-27,2024-06-26,61
624,2024-04-27,50.0,9.3,2024-05-03,50.0,8.3,7,684,2024-04-27,2024-06-26,61
712,2024-04-27,14.0,24.0,2024-05-26,15.0,25.0,30,684,2024-04-27,2024-06-26,61
595,2024-06-27,0.0,0.0,2024-07-03,0.0,0.0,7,684,2024-06-27,2024-07-21,25
624,2024-06-27,50.0,8.4,2024-07-03,50.0,10.2,7,684,2024-06-27,2024-07-21,25
712,2024-06-27,29.0,11.0,2024-07-03,26.0,11.0,7,684,2024-06-27,2024-07-21,25
595,2024-07-22,95.0,173.0,2024-07-30,96.0,155.6,9,684,2024-07-22,2024-07-30,9
624,2024-07-22,49.0,10.7,2024-07-28,47.0,10.7,7,684,2024-07-22,2024-07-30,9
712,2024-07-22,30.0,11.0,2024-07-30,23.0,16.0,9,684,2024-07-22,2024-07-30,9
595,2024-07-31,98.0,153.5,2024-08-29,90.0,120.4,30,684,2024-07-31,2024-09-03,35
624,2024-07-31,48.0,10.6,2024-08-06,49.0,10.4,7,684,2024-07-31,2024-09-03,35
712,2024-07-31,21.0,16.0,2024-08-06,24.0,16.0,7,684,2024-07-31,2024-09-03,35
595,2024-09-04,95.0,114.6,2024-10-03,83.0,96.9,30,684,2024-09-04,2024-11-20,78
624,2024-09-04,44.0,10.7,2024-09-10,46.0,10.5,7,684,2024-09-04,2024-11-20,78
712,2024-09-04,28.0,11.0,2024-09-10,25.0,11.0,7,684,2024-09-04,2024-11-20,78
595,2024-11-21,73.0,80.0,2024-12-20,80.0,61.8,30,684,2024-11-21,2025-03-14,114
624,2024-11-21,48.0,7.0,2024-11-27,49.0,6.7,7,684,2024-11-21,2025-03-14,114
712,2024-11-21,25.0,11.0,2024-11-27,26.0,11.0,7,684,2024-11-21,2025-03-14,114
595,2025-03-15,71.0,43.0,2025-03-21,66.0,41.8,7,684,2025-03-15,2025-04-27,44
624,2025-03-15,50.0,2.0,2025-03-21,47.0,2.6,7,684,2025-03-15,2025-04-27,44
712,2025-03-15,20.0,11.0,2025-03-21,20.0,10.0,7,684,2025-03-15,2025-04-27,44
595,2023-09-09,38.0,233.0,2023-09-15,38.0,233.0,7,685,2023-09-09,2024-02-24,169
624,2023-09-09,43.0,20.4,2023-09-15,43.0,20.6,7,685,2023-09-09,2024-02-24,169
712,2023-09-09,35.0,16.3,2023-09-15,35.0,16.5,7,685,2023-09-09,2024-02-24,169
595,2024-02-25,30.0,233.0,2024-03-02,28.0,233.0,7,685,2024-02-25,2024-03-16,21
624,2024-02-25,50.0,11.1,2024-03-16,51.0,10.2,21,685,2024-02-25,2024-03-16,21
712,2024-02-25,26.0,10.0,2024-03-02,24.0,10.0,7,685,2024-02-25,2024-03-16,21
595,2024-03-17,31.0,233.0,2024-03-23,31.0,233.0,7,685,2024-03-17,2024-04-08,23
624,2024-03-17,52.0,9.6,2024-03-23,50.0,9.2,7,685,2024-03-17,2024-04-08,23
712,2024-03-17,24.0,20.0,2024-04-08,16.0,19.0,23,685,2024-03-17,2024-04-08,23
595,2024-04-09,29.0,233.0,2024-04-15,30.0,233.0,7,685,2024-04-09,2024-04-30,22
624,2024-04-09,51.0,10.0,2024-04-15,50.0,9.5,7,685,2024-04-09,2024-04-30,22
712,2024-04-09,17.0,19.0,2024-04-15,16.0,19.0,7,685,2024-04-09,2024-04-30,22
595,2024-05-01,0.0,0.0,2024-05-07,0.0,0.0,7,685,2024-05-01,2024-05-15,15
624,2024-05-01,49.0,8.7,2024-05-07,49.0,9.0,7,685,2024-05-01,2024-05-15,15
712,2024-05-01,19.0,22.0,2024-05-15,15.0,25.0,15,685,2024-05-01,2024-05-15,15
595,2024-05-16,0.0,0.0,2024-05-22,0.0,0.0,7,685,2024-05-16,2024-06-09,25
624,2024-05-16,50.0,8.7,2024-05-22,49.0,8.4,7,685,2024-05-16,2024-06-09,25
712,2024-05-16,14.0,24.0,2024-05-22,17.0,24.0,7,685,2024-05-16,2024-06-09,25
595,2024-06-10,0.0,0.0,2024-06-16,0.0,0.0,7,685,2024-06-10,2024-07-24,45
624,2024-06-10,52.0,7.6,2024-06-16,50.0,7.4,7,685,2024-06-10,2024-07-24,45
712,2024-06-10,18.0,25.0,2024-06-16,17.0,26.0,7,685,2024-06-10,2024-07-24,45
595,2024-07-25,94.0,165.7,2024-08-23,95.0,125.5,30,685,2024-07-25,2024-12-14,143
624,2024-07-25,48.0,10.8,2024-07-31,48.0,10.6,7,685,2024-07-25,2024-12-14,143
712,2024-07-25,32.0,13.0,2024-08-23,30.0,12.0,30,685,2024-07-25,2024-12-14,143
595,2024-12-15,77.0,64.4,2025-01-05,71.0,57.7,22,685,2024-12-15,2025-01-05,22
624,2024-12-15,47.0,5.5,2024-12-21,49.0,5.1,7,685,2024-12-15,2025-01-05,22
712,2024-12-15,26.0,10.1,2024-12-21,27.0,10.1,7,685,2024-12-15,2025-01-05,22
595,2025-01-06,70.0,57.7,2025-01-12,72.0,55.2,7,685,2025-01-06,2025-02-07,33
624,2025-01-06,49.0,4.4,2025-01-12,50.0,4.6,7,685,2025-01-06,2025-02-07,33
712,2025-01-06,26.0,10.1,2025-01-12,26.0,10.1,7,685,2025-01-06,2025-02-07,33
595,2025-02-08,66.0,54.8,2025-02-14,64.0,54.6,7,685,2025-02-08,2025-02-16,9
624,2025-02-08,48.0,2.5,2025-02-14,48.0,2.0,7,685,2025-02-08,2025-02-16,9
712,2025-02-08,24.0,11.0,2025-02-14,25.0,11.0,7,685,2025-02-08,2025-02-16,9
595,2025-02-17,64.0,55.3,2025-02-23,58.0,54.9,7,685,2025-02-17,2025-02-23,7
624,2025-02-17,47.0,4.3,2025-02-23,45.0,7.8,7,685,2025-02-17,2025-02-23,7
712,2025-02-17,25.0,10.0,2025-02-23,24.0,11.0,7,685,2025-02-17,2025-02-23,7
595,2025-02-24,61.0,55.1,2025-03-08,69.0,44.3,13,685,2025-02-24,2025-03-08,13
624,2025-02-24,47.0,2.7,2025-03-02,43.0,2.8,7,685,2025-02-24,2025-03-08,13
712,2025-02-24,22.0,11.0,2025-03-02,23.0,12.0,7,685,2025-02-24,2025-03-08,13
595,2025-03-09,71.0,44.1,2025-03-15,71.0,43.0,7,685,2025-03-09,2025-04-22,45
624,2025-03-09,48.0,2.1,2025-03-15,50.0,2.0,7,685,2025-03-09,2025-04-22,45
712,2025-03-09,22.0,10.0,2025-03-15,20.0,11.0,7,685,2025-03-09,2025-04-22,45
595,2025-04-23,58.0,41.9,2025-05-01,0.0,0.0,9,685,2025-04-23,2025-05-01,9
624,2025-04-23,46.0,2.6,2025-04-29,44.0,2.6,7,685,2025-04-23,2025-05-01,9
712,2025-04-23,17.0,9.0,2025-04-29,16.0,8.0,7,685,2025-04-23,2025-05-01,9
1094,2023-07-04,85.0,30.2,2023-08-02,47.0,38.1,30,1021,2023-07-04,2023-09-07,66
1094,2023-09-08,55.0,26.5,2023-09-14,52.0,26.5,7,1021,2023-09-08,2023-09-20,13
1094,2023-09-21,50.0,26.5,2023-09-27,46.0,26.5,7,1021,2023-09-21,2023-10-08,18
1094,2023-10-09,52.0,26.5,2023-10-15,46.0,26.5,7,1021,2023-10-09,2023-10-21,13
1094,2023-10-22,51.0,26.5,2023-10-28,49.0,26.5,7,1021,2023-10-22,2023-11-02,12
1094,2023-11-03,48.0,26.5,2023-11-09,49.0,26.5,7,1021,2023-11-03,2023-11-19,17
1094,2023-11-20,48.0,26.5,2023-11-26,49.0,26.5,7,1021,2023-11-20,2024-01-12,54
1094,2024-01-13,49.0,26.5,2024-01-19,48.0,26.5,7,1021,2024-01-13,2024-02-02,21
1094,2024-02-03,47.0,26.5,2024-02-09,52.0,26.5,7,1021,2024-02-03,2024-02-21,19
1094,2024-02-22,49.0,26.5,2024-02-28,47.0,26.5,7,1021,2024-02-22,2024-03-16,24
1094,2024-03-17,53.0,26.5,2024-03-23,50.0,26.5,7,1021,2024-03-17,2024-05-08,53
1094,2024-05-09,47.0,26.5,2024-05-15,47.0,26.5,7,1021,2024-05-09,2024-06-26,49
1094,2024-06-27,40.0,26.5,2024-07-03,42.0,26.5,7,1021,2024-06-27,2024-07-26,30
1094,2024-07-27,51.0,26.5,2024-08-02,44.0,26.5,7,1021,2024-07-27,2024-09-23,59
1094,2024-09-24,40.0,26.5,2024-09-30,37.0,26.5,7,1021,2024-09-24,2024-10-21,28
1094,2024-10-22,37.0,26.5,2024-10-28,37.0,26.5,7,1021,2024-10-22,2024-11-01,11
1094,2024-11-02,34.0,26.5,2024-11-08,35.0,26.5,7,1021,2024-11-02,2024-11-20,19
1094,2024-11-21,38.0,26.5,2024-11-27,36.0,26.5,7,1021,2024-11-21,2025-02-01,73
1094,2025-02-02,42.0,26.5,2025-02-08,43.0,26.5,7,1021,2025-02-02,2025-02-15,14
1094,2025-02-16,41.0,26.5,2025-02-22,43.0,26.5,7,1021,2025-02-16,2025-05-01,75
1094,2023-07-04,85.0,30.2,2023-08-02,47.0,38.1,30,1022,2023-07-04,2023-09-03,62
1094,2023-09-04,55.0,26.5,2023-09-10,55.0,26.5,7,1022,2023-09-04,2023-09-20,17
1094,2023-09-21,50.0,26.5,2023-09-27,46.0,26.5,7,1022,2023-09-21,2023-10-22,32
1094,2023-10-23,48.0,26.5,2023-10-29,47.0,26.5,7,1022,2023-10-23,2023-11-02,11
1094,2023-11-03,48.0,26.5,2023-11-09,49.0,26.5,7,1022,2023-11-03,2023-11-19,17
1094,2023-11-20,48.0,26.5,2023-11-26,49.0,26.5,7,1022,2023-11-20,2024-01-15,57
1094,2024-01-16,50.0,26.5,2024-01-22,47.0,26.5,7,1022,2024-01-16,2024-02-02,18
1094,2024-02-03,47.0,26.5,2024-02-09,52.0,26.5,7,1022,2024-02-03,2024-02-21,19
1094,2024-02-22,49.0,26.5,2024-02-28,47.0,26.5,7,1022,2024-02-22,2024-03-16,24
1094,2024-03-17,53.0,26.5,2024-03-23,50.0,26.5,7,1022,2024-03-17,2024-05-03,48
1094,2024-05-04,69.0,26.5,2024-05-10,49.0,26.5,7,1022,2024-05-04,2024-05-30,27
1094,2024-05-31,51.0,26.5,2024-06-06,42.0,26.5,7,1022,2024-05-31,2024-06-18,19
1094,2024-06-19,48.0,26.5,2024-06-25,44.0,26.5,7,1022,2024-06-19,2024-07-13,25
1094,2024-07-14,43.0,26.5,2024-07-20,48.0,26.5,7,1022,2024-07-14,2024-07-26,13
1094,2024-07-27,51.0,26.5,2024-08-02,44.0,26.5,7,1022,2024-07-27,2024-09-23,59
1094,2024-09-24,40.0,26.5,2024-09-30,37.0,26.5,7,1022,2024-09-24,2024-10-21,28
1094,2024-10-22,37.0,26.5,2024-10-28,37.0,26.5,7,1022,2024-10-22,2024-10-31,10
1094,2024-11-01,35.0,26.5,2024-11-07,35.0,26.5,7,1022,2024-11-01,2024-11-20,20
1094,2024-11-21,38.0,26.5,2024-11-27,36.0,26.5,7,1022,2024-11-21,2025-01-01,42
1094,2025-01-02,40.0,26.5,2025-01-08,39.0,26.5,7,1022,2025-01-02,2025-02-16,46
1094,2025-02-17,40.0,26.5,2025-02-23,44.0,26.5,7,1022,2025-02-17,2025-02-23,7
1094,2025-02-24,44.0,26.5,2025-03-02,44.0,26.5,7,1022,2025-02-24,2025-04-01,37
1094,2025-04-02,40.0,26.5,2025-04-08,43.0,26.5,7,1022,2025-04-02,2025-05-01,30
1094,2023-09-05,54.0,26.5,2023-09-11,55.0,26.5,7,1073,2023-09-05,2023-10-14,40
1094,2023-10-15,46.0,26.5,2023-10-21,48.0,26.5,7,1073,2023-10-15,2023-10-22,8
1094,2023-10-23,48.0,26.5,2023-10-29,47.0,26.5,7,1073,2023-10-23,2023-11-10,19
1094,2023-11-11,50.0,26.5,2023-11-17,48.0,26.5,7,1073,2023-11-11,2023-12-03,23
1094,2023-12-04,50.0,26.5,2023-12-10,48.0,26.5,7,1073,2023-12-04,2024-01-27,55
1094,2024-01-28,48.0,26.5,2024-02-03,47.0,26.5,7,1073,2024-01-28,2024-02-08,12
1094,2024-02-09,52.0,26.5,2024-02-15,45.0,26.5,7,1073,2024-02-09,2024-03-12,33
1094,2024-03-13,51.0,26.5,2024-03-19,51.0,26.5,7,1073,2024-03-13,2024-03-27,15
1094,2024-03-28,47.0,26.5,2024-04-03,48.0,26.5,7,1073,2024-03-28,2024-04-05,9
1094,2024-04-06,51.0,26.5,2024-04-12,49.0,26.5,7,1073,2024-04-06,2024-05-05,30
1094,2024-05-06,48.0,26.5,2024-05-12,48.0,26.5,7,1073,2024-05-06,2024-06-18,44
1094,2024-06-19,48.0,26.5,2024-06-25,44.0,26.5,7,1073,2024-06-19,2024-07-02,14
1094,2024-07-03,42.0,26.5,2024-07-09,44.0,26.5,7,1073,2024-07-03,2024-08-04,33
1094,2024-08-05,42.0,26.5,2024-08-11,45.0,26.5,7,1073,2024-08-05,2024-08-14,10
1094,2024-08-15,45.0,26.5,2024-08-21,43.0,26.5,7,1073,2024-08-15,2024-09-23,40
1094,2024-09-24,40.0,26.5,2024-09-30,37.0,26.5,7,1073,2024-09-24,2024-10-03,10
1094,2024-10-04,38.0,26.5,2024-10-10,38.0,26.5,7,1073,2024-10-04,2024-10-21,18
1094,2024-10-22,37.0,26.5,2024-10-28,37.0,26.5,7,1073,2024-10-22,2025-05-01,192
1094,2023-07-12,74.0,26.9,2023-08-10,50.0,28.2,30,1115,2023-07-12,2023-08-20,40
1094,2023-08-21,57.0,26.5,2023-08-27,56.0,26.5,7,1115,2023-08-21,2023-10-17,58
1094,2023-10-18,49.0,26.5,2023-10-24,48.0,26.5,7,1115,2023-10-18,2024-05-04,200
1094,2024-05-05,46.0,26.5,2024-05-11,47.0,26.5,7,1115,2024-05-05,2024-06-01,28
1094,2024-06-02,42.0,26.5,2024-06-08,43.0,26.5,7,1115,2024-06-02,2024-08-20,80
1094,2024-08-21,43.0,26.5,2024-08-27,45.0,26.5,7,1115,2024-08-21,2024-09-11,22
1094,2024-09-12,40.0,26.5,2024-09-18,41.0,26.5,7,1115,2024-09-12,2024-10-07,26
1094,2024-10-08,39.0,26.5,2024-10-14,38.0,26.5,7,1115,2024-10-08,2024-10-22,15
1094,2024-10-23,38.0,26.5,2024-10-29,36.0,26.5,7,1115,2024-10-23,2025-04-14,174
1094,2025-04-15,41.0,26.5,2025-04-21,45.0,26.5,7,1115,2025-04-15,2025-05-01,17
1158,2023-07-21,96.0,255.5,2023-08-04,105.0,226.4,15,1140,2023-07-21,2023-08-04,15
1175,2023-07-21,35.0,17.3,2023-07-27,34.0,17.3,7,1140,2023-07-21,2023-08-04,15
1158,2023-08-05,106.0,224.1,2023-08-20,99.0,205.0,16,1140,2023-08-05,2023-08-20,16
1175,2023-08-05,39.0,17.3,2023-08-11,34.0,17.3,7,1140,2023-08-05,2023-08-20,16
1158,2023-08-21,100.0,205.0,2023-09-19,103.0,175.2,30,1140,2023-08-21,2023-10-04,45
1175,2023-08-21,33.0,17.3,2023-08-27,32.0,17.3,7,1140,2023-08-21,2023-10-04,45
1158,2023-10-05,104.0,163.3,2023-10-15,102.0,160.1,11,1140,2023-10-05,2023-10-15,11
1175,2023-10-05,23.0,17.3,2023-10-11,20.0,17.3,7,1140,2023-10-05,2023-10-15,11
1158,2023-10-16,102.0,160.1,2023-10-22,107.0,160.1,7,1140,2023-10-16,2023-11-06,22
1175,2023-10-16,17.0,17.3,2023-10-22,26.0,17.3,7,1140,2023-10-16,2023-11-06,22
1158,2023-11-07,107.0,160.1,2023-11-13,106.0,160.1,7,1140,2023-11-07,2023-12-14,38
1175,2023-11-07,28.0,17.3,2023-11-13,28.0,17.3,7,1140,2023-11-07,2023-12-14,38
1158,2023-12-15,0.0,0.0,2023-12-23,190.0,59.8,9,1140,2023-12-15,2023-12-23,9
1175,2023-12-15,33.0,17.3,2023-12-21,33.0,17.3,7,1140,2023-12-15,2023-12-23,9
1158,2023-12-24,183.0,55.6,2024-01-22,120.0,33.8,30,1140,2023-12-24,2024-04-17,116
1175,2023-12-24,32.0,17.3,2023-12-30,32.0,17.3,7,1140,2023-12-24,2024-04-17,116
1158,2024-04-18,0.0,0.0,2024-05-17,107.0,58.4,30,1140,2024-04-18,2024-06-01,45
1175,2024-04-18,33.0,17.3,2024-04-24,33.0,17.3,7,1140,2024-04-18,2024-06-01,45
1158,2024-06-02,107.0,47.8,2024-06-24,114.0,34.8,23,1140,2024-06-02,2024-06-24,23
1175,2024-06-02,25.0,17.3,2024-06-08,23.0,17.3,7,1140,2024-06-02,2024-06-24,23
1158,2024-06-25,111.0,34.6,2024-07-03,112.0,30.6,9,1140,2024-06-25,2024-07-03,9
1175,2024-06-25,25.0,16.7,2024-07-01,26.0,16.6,7,1140,2024-06-25,2024-07-03,9
1158,2024-07-04,111.0,30.3,2024-07-10,111.0,28.6,7,1140,2024-07-04,2024-08-17,45
1175,2024-07-04,26.0,16.2,2024-07-10,25.0,15.9,7,1140,2024-07-04,2024-08-17,45
1158,2024-08-18,97.0,25.6,2024-08-24,96.0,25.6,7,1140,2024-08-18,2024-09-03,17
1175,2024-08-18,23.0,17.4,2024-08-24,22.0,16.9,7,1140,2024-08-18,2024-09-03,17
1158,2024-09-04,93.0,26.4,2024-09-10,92.0,26.9,7,1140,2024-09-04,2024-09-11,8
1175,2024-09-04,26.0,18.0,2024-09-10,24.0,17.0,7,1140,2024-09-04,2024-09-11,8
1158,2024-09-12,92.0,27.0,2024-09-18,91.0,27.9,7,1140,2024-09-12,2024-10-10,29
1175,2024-09-12,24.0,16.9,2024-09-18,25.0,16.9,7,1140,2024-09-12,2024-10-10,29
1158,2024-10-11,86.0,33.2,2024-10-17,85.0,34.9,7,1140,2024-10-11,2024-10-25,15
1175,2024-10-11,26.0,17.4,2024-10-17,25.0,17.4,7,1140,2024-10-11,2024-10-25,15
1158,2024-10-26,82.0,38.0,2024-11-01,78.0,40.0,7,1140,2024-10-26,2025-03-30,156
1175,2024-10-26,26.0,17.6,2024-11-01,26.0,17.5,7,1140,2024-10-26,2025-03-30,156
1158,2025-03-31,41.0,41.9,2025-04-06,36.0,41.9,7,1140,2025-03-31,2025-05-01,32
1175,2025-03-31,23.0,40.0,2025-04-29,25.0,24.0,30,1140,2025-03-31,2025-05-01,32
1158,2023-07-22,102.0,229.5,2023-08-20,99.0,205.0,30,1174,2023-07-22,2023-10-11,82
1175,2023-07-22,33.0,17.3,2023-07-28,34.0,17.3,7,1174,2023-07-22,2023-10-11,82
1158,2023-10-12,103.0,160.1,2023-10-18,101.0,160.1,7,1174,2023-10-12,2023-11-05,25
1175,2023-10-12,19.0,17.3,2023-10-18,16.0,17.3,7,1174,2023-10-12,2023-11-05,25
1158,2023-11-06,107.0,160.1,2023-11-12,107.0,160.1,7,1174,2023-11-06,2023-12-03,28
1175,2023-11-06,28.0,17.3,2023-11-12,28.0,17.3,7,1174,2023-11-06,2023-12-03,28
1158,2023-12-04,116.0,184.9,2023-12-10,115.0,184.9,7,1174,2023-12-04,2023-12-14,11
1175,2023-12-04,31.0,17.3,2023-12-10,32.0,17.3,7,1174,2023-12-04,2023-12-14,11
1158,2023-12-15,0.0,0.0,2023-12-29,154.0,42.5,15,1174,2023-12-15,2023-12-29,15
1175,2023-12-15,33.0,17.3,2023-12-21,33.0,17.3,7,1174,2023-12-15,2023-12-29,15
1158,2023-12-30,151.0,41.4,2024-01-05,134.0,38.6,7,1174,2023-12-30,2024-01-24,26
1175,2023-12-30,32.0,17.3,2024-01-05,33.0,17.3,7,1174,2023-12-30,2024-01-24,26
1158,2024-01-25,120.0,33.0,2024-01-31,116.0,32.0,7,1174,2024-01-25,2024-02-03,10
1175,2024-01-25,33.0,17.3,2024-01-31,33.0,17.3,7,1174,2024-01-25,2024-02-03,10
1158,2024-02-04,114.0,31.2,2024-02-10,106.0,30.8,7,1174,2024-02-04,2024-02-22,19
1175,2024-02-04,34.0,17.3,2024-02-10,34.0,17.3,7,1174,2024-02-04,2024-02-22,19
1158,2024-02-23,107.0,29.6,2024-02-29,106.0,29.1,7,1174,2024-02-23,2024-04-16,54
1175,2024-02-23,33.0,17.3,2024-02-29,34.0,17.3,7,1174,2024-02-23,2024-04-16,54
1158,2024-04-17,96.0,74.2,2024-05-16,108.0,58.7,30,1174,2024-04-17,2024-08-17,123
1175,2024-04-17,34.0,17.3,2024-04-23,32.0,17.3,7,1174,2024-04-17,2024-08-17,123
1158,2024-08-18,97.0,25.6,2024-08-24,96.0,25.6,7,1174,2024-08-18,2024-10-26,70
1175,2024-08-18,23.0,17.4,2024-08-24,22.0,16.9,7,1174,2024-08-18,2024-10-26,70
1158,2024-10-27,82.0,38.3,2024-11-02,78.0,40.6,7,1174,2024-10-27,2025-03-24,149
1175,2024-10-27,26.0,17.5,2024-11-02,26.0,17.6,7,1174,2024-10-27,2025-03-24,149
1158,2025-03-25,47.0,41.9,2025-03-31,41.0,41.9,7,1174,2025-03-25,2025-05-01,38
1175,2025-03-25,21.0,44.0,2025-04-23,24.0,29.0,30,1174,2025-03-25,2025-05-01,38
1158,2023-07-21,96.0,255.5,2023-08-04,105.0,226.4,15,1218,2023-07-21,2023-08-04,15
1175,2023-07-21,35.0,17.3,2023-07-27,34.0,17.3,7,1218,2023-07-21,2023-08-04,15
1158,2023-08-05,106.0,224.1,2023-08-22,101.0,200.5,18,1218,2023-08-05,2023-08-22,18
1175,2023-08-05,39.0,17.3,2023-08-11,34.0,17.3,7,1218,2023-08-05,2023-08-22,18
1158,2023-08-23,101.0,202.9,2023-09-09,103.0,184.4,18,1218,2023-08-23,2023-09-09,18
1175,2023-08-23,33.0,17.3,2023-08-29,32.0,17.3,7,1218,2023-08-23,2023-09-09,18
1158,2023-09-10,103.0,183.6,2023-09-27,103.0,169.6,18,1218,2023-09-10,2023-09-27,18
1175,2023-09-10,28.0,17.3,2023-09-16,26.0,17.3,7,1218,2023-09-10,2023-09-27,18
1158,2023-09-28,102.0,169.2,2023-10-27,112.0,160.1,30,1218,2023-09-28,2023-11-05,39
